Sample	Dataset	Tool	Percent_identity	Correlation
sample_10	human	Piphillin	97	0.9490880782962183
sample_11	human	Piphillin	97	0.9446572610562726
sample_12	human	Piphillin	97	0.9549342883564531
sample_13	human	Piphillin	97	0.947193523527223
sample_14	human	Piphillin	97	0.9422769366845622
sample_15	human	Piphillin	97	0.9417197876241131
sample_16	human	Piphillin	97	0.9490182188636692
sample_17	human	Piphillin	97	0.9433436023648465
sample_18	human	Piphillin	97	0.9483639400902739
sample_19	human	Piphillin	97	0.943653190757784
sample_20	human	Piphillin	97	0.9513264420269945
sample_21	human	Piphillin	97	0.9479893028153868
sample_22	human	Piphillin	97	0.942814315436313
sample_23	human	Piphillin	97	0.939761860368761
sample_24	human	Piphillin	97	0.9496735199592761
sample_25	human	Piphillin	97	0.9326020180226324
sample_26	human	Piphillin	97	0.956374847885194
sample_27	human	Piphillin	97	0.9280197811818112
sample_28	human	Piphillin	97	0.9322143584117134
sample_29	human	Piphillin	97	0.9452432280760794
sample_30	human	Piphillin	97	0.9558252296184881
sample_31	human	Piphillin	97	0.941407379648491
sample_32	human	Piphillin	97	0.9318806888079395
sample_33	human	Piphillin	97	0.9399316807317512
sample_34	human	Piphillin	97	0.9441476368873212
sample_35	human	Piphillin	97	0.9320383427780455
sample_36	human	Piphillin	97	0.9364606295014157
sample_37	human	Piphillin	97	0.9430878112927993
sample_38	human	Piphillin	97	0.9424059509761002
sample_39	human	Piphillin	97	0.9526602635160665
sample_40	human	Piphillin	97	0.9507843950342961
sample_41	human	Piphillin	97	0.9443767249683499
sample_42	human	Piphillin	97	0.9326203422011656
sample_43	human	Piphillin	97	0.942411967287046
sample_44	human	Piphillin	97	0.9428801363859949
sample_45	human	Piphillin	97	0.950917776895574
sample_46	human	Piphillin	97	0.9539096001106603
sample_47	human	Piphillin	97	0.9465518641615471
sample_48	human	Piphillin	97	0.9472716242901625
sample_49	human	Piphillin	97	0.9453977602217996
sample_50	human	Piphillin	97	0.9368683205487442
sample_51	human	Piphillin	97	0.9372742120027554
sample_52	human	Piphillin	97	0.9479108646296253
sample_53	human	Piphillin	97	0.9447858920865816
sample_54	human	Piphillin	97	0.94723622715803
sample_55	human	Piphillin	97	0.9461984573300609
sample_56	human	Piphillin	97	0.9442547431583826
sample_57	human	Piphillin	97	0.9509896892313827
sample_58	human	Piphillin	97	0.9405618496393418
sample_59	human	Piphillin	97	0.9412002837615
sample_60	human	Piphillin	97	0.9409578253236489
sample_61	human	Piphillin	97	0.9466986274169535
sample_62	human	Piphillin	97	0.9455183618729531
sample_63	human	Piphillin	97	0.9400539368986954
sample_64	human	Piphillin	97	0.939300313805136
sample_65	human	Piphillin	97	0.9507318551961934
sample_66	human	Piphillin	97	0.9487104160141578
sample_67	human	Piphillin	97	0.952460789214275
sample_68	human	Piphillin	97	0.9423139284936083
sample_69	human	Piphillin	97	0.9406447605282109
sample_70	human	Piphillin	97	0.9496709997411624
sample_71	human	Piphillin	97	0.953157611791519
sample_72	human	Piphillin	97	0.9529833469496194
sample_73	human	Piphillin	97	0.9404148724409667
sample_74	human	Piphillin	97	0.940777161999277
sample_75	human	Piphillin	97	0.940026618125203
sample_76	human	Piphillin	97	0.94363603614995
sample_77	human	Piphillin	97	0.9414262067496563
sample_78	human	Piphillin	97	0.9489893315045003
sample_79	human	Piphillin	97	0.9474026530281201
sample_80	human	Piphillin	97	0.9308852641104908
sample_81	human	Piphillin	97	0.9479747522553739
sample_82	human	Piphillin	97	0.9454608528877191
sample_83	human	Piphillin	97	0.9457978395676309
sample_84	human	Piphillin	97	0.9419877143764862
sample_85	human	Piphillin	97	0.9472079225670693
sample_86	human	Piphillin	97	0.9458842651240681
sample_87	human	Piphillin	97	0.9391732348784043
sample_88	human	Piphillin	97	0.9511326390310465
sample_89	human	Piphillin	97	0.9473693592762024
sample_90	human	Piphillin	97	0.9413290875068375
sample_91	human	Piphillin	97	0.9302281707657909
sample_92	human	Piphillin	97	0.9390845703828251
sample_93	human	Piphillin	97	0.9374754989525139
sample_94	human	Piphillin	97	0.9205077984468366
sample_95	human	Piphillin	97	0.9424260061976922
sample_96	human	Piphillin	97	0.9409204055671903
sample_97	human	Piphillin	97	0.9507836486782654
sample_98	human	Piphillin	97	0.9452432944545897
sample_99	human	Piphillin	97	0.9411811110313733
sample_100	human	Piphillin	97	0.9509697499486838
sample_0	human	Tax4Fun2	97	0.8392921930518383
sample_1	human	Tax4Fun2	97	0.8230782129526466
sample_2	human	Tax4Fun2	97	0.8085033793155593
sample_3	human	Tax4Fun2	97	0.8361054290632185
sample_4	human	Tax4Fun2	97	0.8123862188341444
sample_5	human	Tax4Fun2	97	0.8231191391636135
sample_6	human	Tax4Fun2	97	0.8179374015629292
sample_7	human	Tax4Fun2	97	0.8254785469529066
sample_8	human	Tax4Fun2	97	0.8237534697058762
sample_9	human	Tax4Fun2	97	0.8351206028111149
sample_10	human	Tax4Fun2	97	0.8214433538768544
sample_11	human	Tax4Fun2	97	0.8328159754255509
sample_12	human	Tax4Fun2	97	0.8481259910077541
sample_13	human	Tax4Fun2	97	0.831915936477534
sample_14	human	Tax4Fun2	97	0.8406144456848043
sample_15	human	Tax4Fun2	97	0.8220888247510736
sample_16	human	Tax4Fun2	97	0.8314315899607653
sample_17	human	Tax4Fun2	97	0.817163570564721
sample_18	human	Tax4Fun2	97	0.8225180110272654
sample_19	human	Tax4Fun2	97	0.8334260910313602
sample_20	human	Tax4Fun2	97	0.8377321505367512
sample_21	human	Tax4Fun2	97	0.8169690560245365
sample_22	human	Tax4Fun2	97	0.844695214950584
sample_23	human	Tax4Fun2	97	0.8322760926579075
sample_24	human	Tax4Fun2	97	0.8320177126413314
sample_25	human	Tax4Fun2	97	0.8225214283314031
sample_26	human	Tax4Fun2	97	0.8330546981326771
sample_27	human	Tax4Fun2	97	0.8206135338682321
sample_28	human	Tax4Fun2	97	0.8283977829546455
sample_29	human	Tax4Fun2	97	0.8254157562751718
sample_30	human	Tax4Fun2	97	0.8408272263226325
sample_31	human	Tax4Fun2	97	0.82399896026181
sample_32	human	Tax4Fun2	97	0.826226153904572
sample_33	human	Tax4Fun2	97	0.8293598952250686
sample_34	human	Tax4Fun2	97	0.8293025408989501
sample_35	human	Tax4Fun2	97	0.8069744975882228
sample_36	human	Tax4Fun2	97	0.8307060845941954
sample_37	human	Tax4Fun2	97	0.8305982630756195
sample_38	human	Tax4Fun2	97	0.8378151210623013
sample_39	human	Tax4Fun2	97	0.8370406951362541
sample_40	human	Tax4Fun2	97	0.8334779806717192
sample_41	human	Tax4Fun2	97	0.8367387579977437
sample_42	human	Tax4Fun2	97	0.8204985756360342
sample_43	human	Tax4Fun2	97	0.8147035471917758
sample_44	human	Tax4Fun2	97	0.8341835886614546
sample_45	human	Tax4Fun2	97	0.8332023707672787
sample_46	human	Tax4Fun2	97	0.8368987965737463
sample_47	human	Tax4Fun2	97	0.8340484292859719
sample_48	human	Tax4Fun2	97	0.8301164987268668
sample_49	human	Tax4Fun2	97	0.8307122838801506
sample_50	human	Tax4Fun2	97	0.8283800352163954
sample_51	human	Tax4Fun2	97	0.8230417274027546
sample_52	human	Tax4Fun2	97	0.820884927426139
sample_53	human	Tax4Fun2	97	0.8322186206021122
sample_54	human	Tax4Fun2	97	0.8304619787048526
sample_55	human	Tax4Fun2	97	0.838995373131159
sample_56	human	Tax4Fun2	97	0.8347928330793473
sample_57	human	Tax4Fun2	97	0.8361240292421989
sample_58	human	Tax4Fun2	97	0.8289886661528787
sample_59	human	Tax4Fun2	97	0.8389350403568067
sample_60	human	Tax4Fun2	97	0.8260759624112972
sample_61	human	Tax4Fun2	97	0.8284274335479132
sample_62	human	Tax4Fun2	97	0.8400038430760226
sample_63	human	Tax4Fun2	97	0.8371055481325642
sample_64	human	Tax4Fun2	97	0.8202252431449608
sample_65	human	Tax4Fun2	97	0.8280192355066326
sample_66	human	Tax4Fun2	97	0.831909051718938
sample_67	human	Tax4Fun2	97	0.836540155176238
sample_68	human	Tax4Fun2	97	0.8299681082385804
sample_69	human	Tax4Fun2	97	0.8310719682069476
sample_70	human	Tax4Fun2	97	0.8273417816278564
sample_71	human	Tax4Fun2	97	0.8225898758180366
sample_72	human	Tax4Fun2	97	0.8346176861909811
sample_73	human	Tax4Fun2	97	0.8361106670843582
sample_74	human	Tax4Fun2	97	0.8002872383540243
sample_75	human	Tax4Fun2	97	0.8239225943439131
sample_76	human	Tax4Fun2	97	0.825094602603579
sample_77	human	Tax4Fun2	97	0.8270232929166286
sample_78	human	Tax4Fun2	97	0.821042190335743
sample_79	human	Tax4Fun2	97	0.8272641153830853
sample_80	human	Tax4Fun2	97	0.8071737982583481
sample_81	human	Tax4Fun2	97	0.8362289312830019
sample_82	human	Tax4Fun2	97	0.8225305375755442
sample_83	human	Tax4Fun2	97	0.8420976254107043
sample_84	human	Tax4Fun2	97	0.8205009132233128
sample_85	human	Tax4Fun2	97	0.8220382508996577
sample_86	human	Tax4Fun2	97	0.8201454622664569
sample_87	human	Tax4Fun2	97	0.8282646817785704
sample_88	human	Tax4Fun2	97	0.836559746082146
sample_89	human	Tax4Fun2	97	0.8332292924372999
sample_90	human	Tax4Fun2	97	0.8350320377111947
sample_91	human	Tax4Fun2	97	0.8173006144242914
sample_92	human	Tax4Fun2	97	0.8275362254968968
sample_93	human	Tax4Fun2	97	0.8180379314021963
sample_94	human	Tax4Fun2	97	0.8123909587245025
sample_95	human	Tax4Fun2	97	0.8305075152944104
sample_96	human	Tax4Fun2	97	0.8306502098157175
sample_97	human	Tax4Fun2	97	0.8394616466280608
sample_98	human	Tax4Fun2	97	0.8394865217021132
sample_99	human	Tax4Fun2	97	0.8303770766486882
sample_100	human	Tax4Fun2	97	0.8035484721874937
sample_0	mammal	MicFunPred	97	0.8717650324593288
sample_1	mammal	MicFunPred	97	0.8668860922302785
sample_2	mammal	MicFunPred	97	0.9055768361467018
sample_3	mammal	MicFunPred	97	0.811707586157904
sample_4	mammal	MicFunPred	97	0.8984530545704992
sample_5	mammal	MicFunPred	97	0.8304597045411461
sample_6	mammal	MicFunPred	97	0.9007081018006476
sample_7	mammal	MicFunPred	97	0.8861388711689985
sample_8	mammal	MicFunPred	97	0.8866415658645884
sample_9	mammal	MicFunPred	97	0.8818885523709032
sample_10	mammal	MicFunPred	97	0.8570162564643672
sample_11	mammal	MicFunPred	97	0.8879391859231334
sample_12	mammal	MicFunPred	97	0.8902415842807982
sample_13	mammal	MicFunPred	97	0.8926472292102364
sample_14	mammal	MicFunPred	97	0.8632417748504468
sample_15	mammal	MicFunPred	97	0.8708861878018623
sample_16	mammal	MicFunPred	97	0.8382622618762198
sample_17	mammal	MicFunPred	97	0.8361666870525606
sample_18	mammal	MicFunPred	97	0.8052702058100796
sample_19	mammal	MicFunPred	97	0.8198869053586336
sample_20	mammal	MicFunPred	97	0.8278704909842856
sample_21	mammal	MicFunPred	97	0.8728426482215704
sample_22	mammal	MicFunPred	97	0.8513840788693966
sample_23	mammal	MicFunPred	97	0.8776575217865307
sample_24	mammal	MicFunPred	97	0.8787619941605055
sample_25	mammal	MicFunPred	97	0.8386372193585204
sample_26	mammal	MicFunPred	97	0.9074756058650744
sample_27	mammal	MicFunPred	97	0.8198530602070684
sample_28	mammal	MicFunPred	97	0.8443179643718786
sample_29	mammal	MicFunPred	97	0.8109752420559475
sample_30	mammal	MicFunPred	97	0.8508098135346759
sample_31	mammal	MicFunPred	97	0.873703079645721
sample_32	mammal	MicFunPred	97	0.8331606999698897
sample_33	mammal	MicFunPred	97	0.9051786898536808
sample_34	mammal	MicFunPred	97	0.8451025838279107
sample_35	mammal	MicFunPred	97	0.8580583499020878
sample_36	mammal	MicFunPred	97	0.8520007908287018
sample_37	mammal	MicFunPred	97	0.894479553448787
sample_38	mammal	MicFunPred	97	0.8502969139578824
sample_39	mammal	MicFunPred	97	0.9082755180052391
sample_40	mammal	MicFunPred	97	0.8657602363121856
sample_41	mammal	MicFunPred	97	0.8334900102165377
sample_42	mammal	MicFunPred	97	0.8752601508789111
sample_43	mammal	MicFunPred	97	0.8833163914959955
sample_44	mammal	MicFunPred	97	0.8717815857418048
sample_45	mammal	MicFunPred	97	0.7771483029949893
sample_46	mammal	MicFunPred	97	0.879289343286125
sample_47	mammal	MicFunPred	97	0.9095780325556303
sample_48	mammal	MicFunPred	97	0.8846054469531068
sample_49	mammal	MicFunPred	97	0.8724929534659152
sample_50	mammal	MicFunPred	97	0.8923612500625069
sample_51	mammal	MicFunPred	97	0.9065916422021976
sample_52	mammal	MicFunPred	97	0.8592523780160418
sample_53	mammal	MicFunPred	97	0.8067930679358711
sample_54	mammal	MicFunPred	97	0.8947628843944424
sample_55	mammal	MicFunPred	97	0.9020976796558905
sample_56	mammal	MicFunPred	97	0.8640584592980687
sample_57	mammal	MicFunPred	97	0.8324510274279416
sample_58	mammal	MicFunPred	97	0.7914724238611116
sample_59	mammal	MicFunPred	97	0.8690009167216977
sample_60	mammal	MicFunPred	97	0.8166949212315344
sample_61	mammal	MicFunPred	97	0.8653220556758084
sample_62	mammal	MicFunPred	97	0.8714603867309917
sample_63	mammal	MicFunPred	97	0.8664164857417869
sample_64	mammal	MicFunPred	97	0.8973088643529905
sample_65	mammal	MicFunPred	97	0.8700240542812949
sample_66	mammal	MicFunPred	97	0.8853126255732116
sample_67	mammal	MicFunPred	97	0.8259754541444407
sample_68	mammal	MicFunPred	97	0.8630542890252295
sample_69	mammal	MicFunPred	97	0.8859121598976499
sample_70	mammal	MicFunPred	97	0.8539281226113157
sample_71	mammal	MicFunPred	97	0.8650536882001642
sample_72	mammal	MicFunPred	97	0.8897469911981161
sample_73	mammal	MicFunPred	97	0.826739403759387
sample_74	mammal	MicFunPred	97	0.8441266835078673
sample_75	mammal	MicFunPred	97	0.8252136758203591
sample_76	mammal	MicFunPred	97	0.9016672580651222
sample_77	mammal	MicFunPred	97	0.8304760517779862
sample_78	mammal	MicFunPred	97	0.871738774403063
sample_79	mammal	MicFunPred	97	0.7705991137794017
sample_80	mammal	MicFunPred	97	0.8313331144533562
sample_81	mammal	MicFunPred	97	0.8521782988486732
sample_82	mammal	MicFunPred	97	0.877428776102675
sample_83	mammal	MicFunPred	97	0.857566412302706
sample_84	mammal	MicFunPred	97	0.859748429340384
sample_85	mammal	MicFunPred	97	0.8875405174827475
sample_86	mammal	MicFunPred	97	0.8008018647953185
sample_87	mammal	MicFunPred	97	0.8010235520300536
sample_88	mammal	MicFunPred	97	0.8884196604871888
sample_89	mammal	MicFunPred	97	0.8746222425330732
sample_90	mammal	MicFunPred	97	0.8939742091138964
sample_91	mammal	MicFunPred	97	0.887304961551861
sample_92	mammal	MicFunPred	97	0.8366364220329952
sample_93	mammal	MicFunPred	97	0.8995898344042834
sample_94	mammal	MicFunPred	97	0.8093122247398494
sample_95	mammal	MicFunPred	97	0.8288319117121551
sample_96	mammal	MicFunPred	97	0.9119130143562378
sample_97	mammal	MicFunPred	97	0.8371688502441572
sample_98	mammal	MicFunPred	97	0.8833703419144858
sample_99	mammal	MicFunPred	97	0.9131591271726132
sample_100	mammal	MicFunPred	97	0.8195211365797944
sample_0	mammal	PICRUSt2	97	0.9003435031571944
sample_1	mammal	PICRUSt2	97	0.868921628533967
sample_2	mammal	PICRUSt2	97	0.9180313896557601
sample_3	mammal	PICRUSt2	97	0.7665108523639625
sample_4	mammal	PICRUSt2	97	0.8662143145519473
sample_5	mammal	PICRUSt2	97	0.780022212142842
sample_6	mammal	PICRUSt2	97	0.844211480603246
sample_7	mammal	PICRUSt2	97	0.8308694814348555
sample_8	mammal	PICRUSt2	97	0.8989335649108467
sample_9	mammal	PICRUSt2	97	0.9078004854980056
sample_10	mammal	PICRUSt2	97	0.783700552409794
sample_11	mammal	PICRUSt2	97	0.8569592861733587
sample_12	mammal	PICRUSt2	97	0.8882924318150384
sample_13	mammal	PICRUSt2	97	0.8749186303295041
sample_14	mammal	PICRUSt2	97	0.8161202236436406
sample_15	mammal	PICRUSt2	97	0.8701567257863926
sample_16	mammal	PICRUSt2	97	0.7741291757165114
sample_17	mammal	PICRUSt2	97	0.772288862932059
sample_18	mammal	PICRUSt2	97	0.8074411104506669
sample_19	mammal	PICRUSt2	97	0.9020958351090672
sample_20	mammal	PICRUSt2	97	0.783421812823887
sample_21	mammal	PICRUSt2	97	0.7930540807895944
sample_22	mammal	PICRUSt2	97	0.8056870183730467
sample_23	mammal	PICRUSt2	97	0.8239027742900891
sample_24	mammal	PICRUSt2	97	0.8912385074340139
sample_25	mammal	PICRUSt2	97	0.8943727315238814
sample_26	mammal	PICRUSt2	97	0.8642975644480524
sample_27	mammal	PICRUSt2	97	0.7442972195126402
sample_28	mammal	PICRUSt2	97	0.7851034906230787
sample_29	mammal	PICRUSt2	97	0.7831270749655243
sample_30	mammal	PICRUSt2	97	0.8111550214507984
sample_31	mammal	PICRUSt2	97	0.8317181463879523
sample_32	mammal	PICRUSt2	97	0.803101041519871
sample_33	mammal	PICRUSt2	97	0.8783838126551571
sample_34	mammal	PICRUSt2	97	0.8440975992472995
sample_35	mammal	PICRUSt2	97	0.8222113025930502
sample_36	mammal	PICRUSt2	97	0.7840112574122922
sample_37	mammal	PICRUSt2	97	0.8666457685087489
sample_38	mammal	PICRUSt2	97	0.7751587166536786
sample_39	mammal	PICRUSt2	97	0.8367559490623315
sample_40	mammal	PICRUSt2	97	0.8377038297119146
sample_41	mammal	PICRUSt2	97	0.8477810999327788
sample_42	mammal	PICRUSt2	97	0.7782997938050518
sample_43	mammal	PICRUSt2	97	0.8716744842692657
sample_44	mammal	PICRUSt2	97	0.8119095448005863
sample_45	mammal	PICRUSt2	97	0.8500310569191342
sample_46	mammal	PICRUSt2	97	0.8311061392879688
sample_47	mammal	PICRUSt2	97	0.8721256749416928
sample_48	mammal	PICRUSt2	97	0.8903644830719022
sample_49	mammal	PICRUSt2	97	0.8088697970358961
sample_50	mammal	PICRUSt2	97	0.8521955714227172
sample_51	mammal	PICRUSt2	97	0.8554169364479796
sample_52	mammal	PICRUSt2	97	0.8029733035372022
sample_53	mammal	PICRUSt2	97	0.7465586529511157
sample_54	mammal	PICRUSt2	97	0.8477688225435319
sample_55	mammal	PICRUSt2	97	0.8910696070770388
sample_56	mammal	PICRUSt2	97	0.8584513865009299
sample_57	mammal	PICRUSt2	97	0.7734920931533426
sample_58	mammal	PICRUSt2	97	0.7555598950676845
sample_59	mammal	PICRUSt2	97	0.8504984372590785
sample_60	mammal	PICRUSt2	97	0.7535942823578292
sample_61	mammal	PICRUSt2	97	0.849439057395501
sample_62	mammal	PICRUSt2	97	0.8858207034155409
sample_63	mammal	PICRUSt2	97	0.8046214596164813
sample_64	mammal	PICRUSt2	97	0.8382159719788159
sample_65	mammal	PICRUSt2	97	0.8385121336938037
sample_66	mammal	PICRUSt2	97	0.8858036191998493
sample_67	mammal	PICRUSt2	97	0.8407282827894225
sample_68	mammal	PICRUSt2	97	0.8379567026747362
sample_69	mammal	PICRUSt2	97	0.860181486684232
sample_70	mammal	PICRUSt2	97	0.7904765088940886
sample_71	mammal	PICRUSt2	97	0.813440191049264
sample_72	mammal	PICRUSt2	97	0.8607865021295565
sample_73	mammal	PICRUSt2	97	0.7633191995154285
sample_74	mammal	PICRUSt2	97	0.7086556178718051
sample_75	mammal	PICRUSt2	97	0.8100394203170633
sample_76	mammal	PICRUSt2	97	0.8765768213114428
sample_77	mammal	PICRUSt2	97	0.7638560564491353
sample_78	mammal	PICRUSt2	97	0.8801809941577169
sample_79	mammal	PICRUSt2	97	0.7833788519635404
sample_80	mammal	PICRUSt2	97	0.7668730758949728
sample_81	mammal	PICRUSt2	97	0.8245221720133297
sample_82	mammal	PICRUSt2	97	0.885748046344738
sample_83	mammal	PICRUSt2	97	0.7914684260587764
sample_84	mammal	PICRUSt2	97	0.7913431972798959
sample_85	mammal	PICRUSt2	97	0.8732619089499458
sample_86	mammal	PICRUSt2	97	0.7647128422940641
sample_87	mammal	PICRUSt2	97	0.7553383443290668
sample_88	mammal	PICRUSt2	97	0.9120571748546448
sample_89	mammal	PICRUSt2	97	0.8068093869406651
sample_90	mammal	PICRUSt2	97	0.8308736807797779
sample_91	mammal	PICRUSt2	97	0.8689417318036291
sample_92	mammal	PICRUSt2	97	0.8116108237999736
sample_93	mammal	PICRUSt2	97	0.8795912448436829
sample_94	mammal	PICRUSt2	97	0.7217590498935295
sample_95	mammal	PICRUSt2	97	0.7137381852254854
sample_96	mammal	PICRUSt2	97	0.903251873411837
sample_97	mammal	PICRUSt2	97	0.8035054973708661
sample_98	mammal	PICRUSt2	97	0.8423911147018682
sample_99	mammal	PICRUSt2	97	0.8936318044156144
sample_100	mammal	PICRUSt2	97	0.7419084842227169
sample_0	mammal	Piphillin	97	0.8918330346432712
sample_1	mammal	Piphillin	97	0.8925201908084895
sample_2	mammal	Piphillin	97	0.9069824614787237
sample_3	mammal	Piphillin	97	0.8407314862736113
sample_4	mammal	Piphillin	97	0.9127427388475329
sample_5	mammal	Piphillin	97	0.8874173828937121
sample_6	mammal	Piphillin	97	0.8751223696358181
sample_7	mammal	Piphillin	97	0.8929232304313809
sample_8	mammal	Piphillin	97	0.873224612371409
sample_9	mammal	Piphillin	97	0.8956975613258148
sample_10	mammal	Piphillin	97	0.8522676212216107
sample_11	mammal	Piphillin	97	0.843950255372343
sample_12	mammal	Piphillin	97	0.9118073011151747
sample_13	mammal	Piphillin	97	0.8758699982355952
sample_14	mammal	Piphillin	97	0.8671292497000292
sample_15	mammal	Piphillin	97	0.9075834566007196
sample_16	mammal	Piphillin	97	0.8276730884185277
sample_17	mammal	Piphillin	97	0.9070685025937629
sample_18	mammal	Piphillin	97	0.8326441390616054
sample_19	mammal	Piphillin	97	0.8674467333355379
sample_20	mammal	Piphillin	97	0.8514527564131553
sample_21	mammal	Piphillin	97	0.8762177506010523
sample_22	mammal	Piphillin	97	0.8930660052652101
sample_23	mammal	Piphillin	97	0.8938479092781567
sample_24	mammal	Piphillin	97	0.8748309690912524
sample_25	mammal	Piphillin	97	0.8601152811970408
sample_26	mammal	Piphillin	97	0.9191505847830452
sample_27	mammal	Piphillin	97	0.8085400609368771
sample_28	mammal	Piphillin	97	0.871923929409724
sample_29	mammal	Piphillin	97	0.8747551147746496
sample_30	mammal	Piphillin	97	0.8697127795708696
sample_31	mammal	Piphillin	97	0.8925936660956959
sample_32	mammal	Piphillin	97	0.8764835152737713
sample_33	mammal	Piphillin	97	0.9036041750814953
sample_34	mammal	Piphillin	97	0.854490785047715
sample_35	mammal	Piphillin	97	0.8766400915879584
sample_36	mammal	Piphillin	97	0.8586489352482752
sample_37	mammal	Piphillin	97	0.8788711150715477
sample_38	mammal	Piphillin	97	0.8570557652064625
sample_39	mammal	Piphillin	97	0.9162829550740786
sample_40	mammal	Piphillin	97	0.8711190461176955
sample_41	mammal	Piphillin	97	0.8686166303650114
sample_42	mammal	Piphillin	97	0.8993277927256488
sample_43	mammal	Piphillin	97	0.8119303121520853
sample_44	mammal	Piphillin	97	0.886497205986522
sample_45	mammal	Piphillin	97	0.8462698761564209
sample_46	mammal	Piphillin	97	0.8844182566246503
sample_47	mammal	Piphillin	97	0.9012286395316832
sample_48	mammal	Piphillin	97	0.8790113491269312
sample_49	mammal	Piphillin	97	0.8914932891553251
sample_50	mammal	Piphillin	97	0.8658954161912088
sample_51	mammal	Piphillin	97	0.9002112253023182
sample_52	mammal	Piphillin	97	0.8843171810763296
sample_53	mammal	Piphillin	97	0.851493568736514
sample_54	mammal	Piphillin	97	0.9100416506884621
sample_55	mammal	Piphillin	97	0.8977930775350011
sample_56	mammal	Piphillin	97	0.8734369917562973
sample_57	mammal	Piphillin	97	0.8652101852408791
sample_58	mammal	Piphillin	97	0.8292042689377178
sample_59	mammal	Piphillin	97	0.8441871196148066
sample_60	mammal	Piphillin	97	0.8805792768464521
sample_61	mammal	Piphillin	97	0.8129408218472357
sample_62	mammal	Piphillin	97	0.8842071181268605
sample_63	mammal	Piphillin	97	0.8962185975097405
sample_64	mammal	Piphillin	97	0.9020464638700545
sample_65	mammal	Piphillin	97	0.8871344288386617
sample_66	mammal	Piphillin	97	0.8970798672729269
sample_67	mammal	Piphillin	97	0.8740660623669039
sample_68	mammal	Piphillin	97	0.8584588332703971
sample_69	mammal	Piphillin	97	0.8756028211226007
sample_70	mammal	Piphillin	97	0.8986140519973431
sample_71	mammal	Piphillin	97	0.877718656099203
sample_72	mammal	Piphillin	97	0.8234495868223192
sample_73	mammal	Piphillin	97	0.8802493648872983
sample_74	mammal	Piphillin	97	0.8912014570617768
sample_75	mammal	Piphillin	97	0.8693975794418387
sample_76	mammal	Piphillin	97	0.9157325215117222
sample_77	mammal	Piphillin	97	0.8427214498744197
sample_78	mammal	Piphillin	97	0.8821376350002867
sample_79	mammal	Piphillin	97	0.8586147252944373
sample_80	mammal	Piphillin	97	0.8809503512069444
sample_81	mammal	Piphillin	97	0.8443011401641519
sample_82	mammal	Piphillin	97	0.8982354580336467
sample_83	mammal	Piphillin	97	0.898996542633514
sample_84	mammal	Piphillin	97	0.8580306658545481
sample_85	mammal	Piphillin	97	0.8461002992758663
sample_86	mammal	Piphillin	97	0.8511623203238092
sample_87	mammal	Piphillin	97	0.8730357468235397
sample_88	mammal	Piphillin	97	0.8650581220206135
sample_89	mammal	Piphillin	97	0.9090210629499155
sample_90	mammal	Piphillin	97	0.8422005073926057
sample_91	mammal	Piphillin	97	0.88626395959448
sample_92	mammal	Piphillin	97	0.8646640956090164
sample_93	mammal	Piphillin	97	0.9207503650368709
sample_94	mammal	Piphillin	97	0.8769946140607245
sample_95	mammal	Piphillin	97	0.8549750179184871
sample_96	mammal	Piphillin	97	0.8620752613686743
sample_97	mammal	Piphillin	97	0.8806886065174176
sample_98	mammal	Piphillin	97	0.9185481594511093
sample_99	mammal	Piphillin	97	0.8991994273449129
sample_100	mammal	Piphillin	97	0.8772656263222541
sample_0	mammal	Tax4Fun2	97	0.7676281399260874
sample_1	mammal	Tax4Fun2	97	0.7637943853200136
sample_2	mammal	Tax4Fun2	97	0.7754198387513651
sample_3	mammal	Tax4Fun2	97	0.7293629814511934
sample_4	mammal	Tax4Fun2	97	0.736721213693986
sample_5	mammal	Tax4Fun2	97	0.7487524532386824
sample_6	mammal	Tax4Fun2	97	0.7674825578716363
sample_7	mammal	Tax4Fun2	97	0.7729527737424716
sample_8	mammal	Tax4Fun2	97	0.7378973965740222
sample_9	mammal	Tax4Fun2	97	0.7601429247923174
sample_10	mammal	Tax4Fun2	97	0.7469956365167923
sample_11	mammal	Tax4Fun2	97	0.7394732769193515
sample_12	mammal	Tax4Fun2	97	0.778309666045319
sample_13	mammal	Tax4Fun2	97	0.7853677720574582
sample_14	mammal	Tax4Fun2	97	0.7509825590835119
sample_15	mammal	Tax4Fun2	97	0.8175820253040306
sample_16	mammal	Tax4Fun2	97	0.7397439391203967
sample_17	mammal	Tax4Fun2	97	0.743297784038619
sample_18	mammal	Tax4Fun2	97	0.7210142220795719
sample_19	mammal	Tax4Fun2	97	0.7460479986571789
sample_20	mammal	Tax4Fun2	97	0.7400858796456329
sample_21	mammal	Tax4Fun2	97	0.7783643150916163
sample_22	mammal	Tax4Fun2	97	0.7315602985788014
sample_23	mammal	Tax4Fun2	97	0.7743892875146177
sample_24	mammal	Tax4Fun2	97	0.746229981643287
sample_25	mammal	Tax4Fun2	97	0.7440755795979286
sample_26	mammal	Tax4Fun2	97	0.8129635207675887
sample_27	mammal	Tax4Fun2	97	0.7195187610487935
sample_28	mammal	Tax4Fun2	97	0.7359548366143916
sample_29	mammal	Tax4Fun2	97	0.7573941356121991
sample_30	mammal	Tax4Fun2	97	0.7513661414044387
sample_31	mammal	Tax4Fun2	97	0.7841749937445939
